ID,STATE,FIRE_YEAR,FIRE_COUNT,FIRE_AREA,NUM_BURNED_ACRES_PER_10K_ACRE
795,North Dakota,2000,380,18069.5,4.36
796,North Dakota,2001,368,6499.1,1.57
797,North Dakota,2002,571,52701.90000000001,12.73
798,North Dakota,2003,667,22459.199999999997,5.42
799,North Dakota,2004,689,18224.0,4.4
800,North Dakota,2005,789,18698.4,4.52
801,North Dakota,2006,805,23652.800000000007,5.71
802,North Dakota,2007,680,18821.0,4.55
803,North Dakota,2008,530,29864.100000000006,7.21
804,North Dakota,2009,311,3293.399999999998,0.8
805,North Dakota,2010,309,3732.7,0.9
806,North Dakota,2011,246,4018.8999999999987,0.97
807,North Dakota,2012,656,41608.9,10.05
808,North Dakota,2013,333,6634.799999999999,1.6
809,North Dakota,2014,270,3851.3999999999983,0.93
810,North Dakota,2015,686,25728.4,6.21
811,Ohio,1992,19,101.0,0.04
812,Ohio,1993,7,41.0,0.02
813,Ohio,1994,16,123.4,0.05
814,Ohio,1995,40,290.5,0.12
815,Ohio,1996,5,69.0,0.03
816,Ohio,1997,6,37.0,0.02
817,Ohio,1998,16,201.0,0.08
818,Ohio,1999,26,701.5,0.29
819,Ohio,2000,21,367.8,0.15
820,Ohio,2001,44,930.8000000000001,0.38
821,Ohio,2002,54,328.0,0.13
822,Ohio,2003,29,1820.8,0.74
823,Ohio,2004,39,218.2,0.09
824,Ohio,2005,61,1062.1,0.43
825,Ohio,2006,174,1267.1,0.52
826,Ohio,2007,179,807.4000000000001,0.33
827,Ohio,2008,92,477.2,0.19
828,Ohio,2009,196,4767.2,1.94
829,Ohio,2010,150,1507.1,0.61
830,Ohio,2011,46,279.6,0.11
831,Ohio,2012,113,1072.1,0.44
832,Ohio,2013,230,1690.1999999999998,0.69
833,Ohio,2014,429,3430.4000000000005,1.4
834,Ohio,2015,330,2028.2999999999995,0.83
835,Oklahoma,1992,1215,47510.99999999999,11.54
836,Oklahoma,1993,1806,69674.80000000002,16.93
837,Oklahoma,1994,1550,75073.4,18.24
838,Oklahoma,1995,2136,94356.49999999999,22.93
839,Oklahoma,1996,2151,207371.2,50.39
840,Oklahoma,1997,885,19620.800000000003,4.77
841,Oklahoma,1998,763,17931.1,4.36
842,Oklahoma,1999,1604,16405.8,3.99
843,Oklahoma,2000,1590,112710.69999999998,27.39
844,Oklahoma,2001,1259,30340.0,7.37
845,Oklahoma,2002,1475,42844.1,10.41
846,Oklahoma,2003,1368,100357.70000000003,24.38
847,Oklahoma,2004,1372,70005.9,17.01
848,Oklahoma,2005,2204,292877.90000000014,71.16
849,Oklahoma,2006,2566,416379.79999999993,101.17
850,Oklahoma,2007,1092,56901.60000000001,13.83
851,Oklahoma,2008,1731,145976.4999999999,35.47
852,Oklahoma,2009,1663,403734.39999999985,98.1
853,Oklahoma,2010,1794,112813.4,27.41
854,Oklahoma,2011,2144,327062.6999999998,79.47
855,Oklahoma,2012,1385,203898.40000000005,49.54
856,Oklahoma,2013,572,30060.799999999996,7.3
857,Oklahoma,2014,976,187566.2,45.57
858,Oklahoma,2015,1003,149267.8,36.27
859,Oregon,1992,645,117001.00000000006,20.32
860,Oregon,1993,288,13659.599999999993,2.37
861,Oregon,1994,704,275675.9999999999,47.87
862,Oregon,1995,378,61043.100000000035,10.6
863,Oregon,1996,687,590341.3000000002,102.5
864,Oregon,1997,359,24371.69999999999,4.23
865,Oregon,1998,470,82817.70000000006,14.38
866,Oregon,1999,635,71858.80000000006,12.48
867,Oregon,2000,421,365233.49999999977,63.42
868,Oregon,2001,682,383873.0999999997,66.65
869,Oregon,2002,627,1010785.8000000003,175.51
870,Oregon,2003,430,169335.49999999988,29.4
871,Oregon,2004,297,30132.19999999998,5.23
872,Oregon,2005,388,139467.50000000012,24.22
873,Oregon,2006,664,500243.49999999994,86.86
874,Oregon,2007,590,566955.3,98.44
875,Oregon,2008,557,240605.19999999984,41.78
876,Oregon,2009,416,88786.6000000001,15.42
877,Oregon,2010,297,87530.2,15.2
878,Oregon,2011,383,223817.39999999988,38.86
879,Oregon,2012,346,1530934.5000000012,265.82
880,Oregon,2013,474,319146.8,55.41
881,Oregon,2014,629,933731.1999999997,162.13
882,Oregon,2015,507,578861.4999999995,100.51
883,Pennsylvania,1992,4,57.1,0.02
884,Pennsylvania,1993,4,38.5,0.01
885,Pennsylvania,1994,10,64.0,0.02
886,Pennsylvania,1995,9,48.8,0.02
887,Pennsylvania,1996,4,17.5,0.01
888,Pennsylvania,1997,10,107.5,0.04
889,Pennsylvania,1998,10,52.8,0.02
890,Pennsylvania,1999,15,490.90000000000003,0.18
891,Pennsylvania,2000,11,356.4,0.13
892,Pennsylvania,2001,17,739.0,0.28
893,Pennsylvania,2002,318,3111.9999999999995,1.16
894,Pennsylvania,2003,234,2048.1000000000004,0.76
895,Pennsylvania,2004,88,2747.2000000000003,1.02
896,Pennsylvania,2005,431,4102.200000000001,1.53
897,Pennsylvania,2006,448,7799.70000000001,2.91
898,Pennsylvania,2007,208,1076.8999999999996,0.4
899,Pennsylvania,2008,301,7533.000000000008,2.81
900,Pennsylvania,2009,343,6142.099999999998,2.29
901,Pennsylvania,2010,274,3440.700000000001,1.28
902,Pennsylvania,2011,84,560.1999999999999,0.21
903,Pennsylvania,2012,386,3137.1999999999994,1.17
904,Pennsylvania,2013,289,1707.1999999999991,0.64
905,Pennsylvania,2014,518,4431.300000000001,1.65
906,Pennsylvania,2015,441,4043.6999999999985,1.51
907,Rhode Island,1994,1,25.0,0.4
908,Rhode Island,2005,18,36.0,0.58
909,Rhode Island,2006,25,93.0,1.5
910,Rhode Island,2007,21,37.0,0.6
911,Rhode Island,2008,35,81.0,1.31
912,Rhode Island,2009,21,43.0,0.69
913,Rhode Island,2011,13,22.0,0.35
914,Rhode Island,2012,13,30.200000000000003,0.49
915,Rhode Island,2013,8,13.5,0.22
916,Rhode Island,2014,7,12.5,0.2
917,Rhode Island,2015,38,111.6,1.8
918,South Carolina,1992,3687,30807.69999999997,17.08
919,South Carolina,1993,3678,33868.099999999984,18.78
920,South Carolina,1994,3239,30020.99999999997,16.64
921,South Carolina,1995,2429,17510.700000000008,9.71
922,South Carolina,1996,3181,28290.699999999993,15.69
923,South Carolina,1997,2216,25013.199999999997,13.87
924,South Carolina,1998,2344,16072.500000000011,8.91
925,South Carolina,1999,3835,35510.79999999997,19.69
926,South Carolina,2000,3389,24780.09999999999,13.74
927,South Carolina,2001,4140,35991.19999999996,19.95
928,South Carolina,2002,3451,45151.29999999996,25.03
929,South Carolina,2003,877,6609.0,3.66
930,South Carolina,2004,2207,23153.199999999993,12.84
931,South Carolina,2005,1968,14543.800000000003,8.06
932,South Carolina,2006,1991,17408.299999999996,9.65
933,South Carolina,2007,2822,21944.699999999997,12.17
934,South Carolina,2008,1869,17157.39999999999,9.51
935,South Carolina,2009,1194,30417.1,16.86
936,South Carolina,2010,1441,9264.800000000003,5.14
937,South Carolina,2011,2331,29428.699999999964,16.32
938,South Carolina,2012,1432,15278.100000000006,8.47
939,South Carolina,2013,1145,9335.599999999993,5.18
940,South Carolina,2014,1322,11057.499999999998,6.13
941,South Carolina,2015,922,6508.700000000003,3.61
942,South Dakota,1992,231,59359.8,13.05
943,South Dakota,1993,162,6090.399999999999,1.34
944,South Dakota,1994,390,16435.300000000003,3.61
945,South Dakota,1995,219,10201.199999999999,2.24
946,South Dakota,1996,337,18603.2,4.09
947,South Dakota,1997,192,4251.599999999999,0.93
948,South Dakota,1998,331,13994.999999999998,3.08
949,South Dakota,1999,706,80243.10000000002,17.64
950,South Dakota,2000,1333,355090.3,78.06
951,South Dakota,2001,623,55130.4,12.12
952,South Dakota,2002,885,118313.60000000002,26.01
953,South Dakota,2003,793,81318.10000000002,17.88
954,South Dakota,2004,432,14493.899999999996,3.19
955,South Dakota,2005,773,47388.4,10.42
956,South Dakota,2006,1303,197333.09999999995,43.38
957,South Dakota,2007,665,80948.60000000002,17.8
958,South Dakota,2008,549,41312.1,9.08
959,South Dakota,2009,452,38622.2,8.49
960,South Dakota,2010,202,5558.4,1.22
961,South Dakota,2011,716,65909.00000000003,14.49
962,South Dakota,2012,1416,170243.0,37.43
963,South Dakota,2013,314,14956.8,3.29
964,South Dakota,2014,395,18633.9,4.1
965,South Dakota,2015,447,53479.39999999999,11.76
966,Tennessee,1992,41,426.6,0.17
967,Tennessee,1993,35,862.2,0.35
968,Tennessee,1994,54,3296.2999999999997,1.33
969,Tennessee,1995,73,2041.9,0.83
970,Tennessee,1996,33,479.3,0.19
971,Tennessee,1997,1049,12949.4,5.23
972,Tennessee,1998,1299,20723.100000000006,8.38
973,Tennessee,1999,2438,42001.19999999992,16.98
974,Tennessee,2000,1961,75814.20000000001,30.64
975,Tennessee,2001,1850,61965.29999999998,25.05
976,Tennessee,2002,1078,13247.5,5.35
977,Tennessee,2003,25,1611.0,0.65
978,Tennessee,2004,51,2462.5,1.0
979,Tennessee,2005,1539,24723.7,9.99
980,Tennessee,2006,1727,32666.499999999967,13.2
981,Tennessee,2007,2515,54099.7,21.87
982,Tennessee,2008,1010,22538.09999999999,9.11
983,Tennessee,2009,1050,18041.500000000004,7.29
984,Tennessee,2010,1418,21973.999999999993,8.88
985,Tennessee,2011,897,14717.600000000006,5.95
986,Tennessee,2012,839,21639.800000000003,8.75
987,Tennessee,2013,485,10020.1,4.05
988,Tennessee,2014,1073,17813.60000000001,7.2
989,Tennessee,2015,471,8489.7,3.43
990,Texas,1992,1129,33602.1,2.14
991,Texas,1993,1397,116863.7,7.46
992,Texas,1994,834,70903.5,4.52
993,Texas,1995,1589,56359.7,3.6
994,Texas,1996,2777,216209.8,13.79
995,Texas,1997,712,46771.0,2.98
996,Texas,1998,1960,136536.59999999998,8.71
997,Texas,1999,1714,60016.5,3.83
998,Texas,2000,2561,181674.8,11.59
999,Texas,2001,705,92214.7,5.88
1000,Texas,2002,1116,43770.1,2.79
1001,Texas,2003,1029,54340.899999999994,3.47
1002,Texas,2004,930,34526.8,2.2
1003,Texas,2005,6750,288813.5,18.43
1004,Texas,2006,14863,1852716.2,118.2
1005,Texas,2007,4624,134788.10000000003,8.6
1006,Texas,2008,14235,1482348.1000000003,94.57
1007,Texas,2009,10430,556824.3,35.53
1008,Texas,2010,7106,237590.79999999967,15.16
1009,Texas,2011,15203,3497593.7999999905,223.15
1010,Texas,2012,5660,162611.69999999998,10.37
1011,Texas,2013,6818,70969.70000000008,4.53
1012,Texas,2014,5431,143125.3,9.13
1013,Texas,2015,5498,208167.69999999975,13.28
1014,Utah,1992,317,37415.19999999999,7.59
1015,Utah,1993,215,19812.5,4.02
1016,Utah,1994,586,213385.3,43.28
1017,Utah,1995,398,199005.19999999995,40.36
1018,Utah,1996,660,511002.1999999999,103.65
1019,Utah,1997,250,32432.800000000003,6.58
1020,Utah,1998,277,96469.40000000002,19.57
1021,Utah,1999,510,148367.4,30.09
1022,Utah,2000,484,227270.49999999994,46.1
1023,Utah,2001,419,123885.00000000001,25.13
1024,Utah,2002,283,238985.89999999997,48.47
1025,Utah,2003,303,122797.00000000001,24.91
1026,Utah,2004,300,85320.00000000006,17.31
1027,Utah,2005,479,251966.60000000018,51.11
1028,Utah,2006,675,345805.7,70.14
1029,Utah,2007,492,645054.8,130.84
1030,Utah,2008,265,33997.29999999999,6.9
1031,Utah,2009,271,114352.20000000001,23.19
1032,Utah,2010,246,62531.39999999997,12.68
1033,Utah,2011,320,61928.40000000001,12.56
1034,Utah,2012,477,432744.69999999984,87.77
1035,Utah,2013,235,70259.00000000003,14.25
1036,Utah,2014,220,27059.799999999996,5.49
1037,Utah,2015,114,9754.900000000003,1.98
1038,Vermont,1992,1,270.0,0.49
1039,Vermont,1993,1,3.0,0.01
1040,Vermont,1994,4,25.1,0.05
1041,Vermont,1995,1,1.0,0.0
1042,Vermont,1997,2,3.0,0.01
1043,Vermont,1998,2,14.0,0.03
1044,Vermont,1999,3,10.5,0.02
1045,Vermont,2002,2,4.0,0.01
1046,Vermont,2003,5,7.0,0.01
1047,Vermont,2004,6,13.0,0.02
1048,Vermont,2005,11,20.0,0.04
1049,Vermont,2006,2,5.8,0.01
1050,Vermont,2007,1,10.0,0.02
1051,Vermont,2008,2,18.0,0.03
1052,Vermont,2012,43,345.8,0.63
1053,Vermont,2013,70,265.1,0.48
1054,Vermont,2014,33,157.6,0.28
1055,Vermont,2015,45,337.2,0.61
1056,Virginia,1992,24,432.0,0.18
1057,Virginia,1993,26,559.2,0.24
1058,Virginia,1994,47,1198.4,0.51
1059,Virginia,1995,871,15002.000000000024,6.33
1060,Virginia,1996,462,3186.899999999999,1.35
1061,Virginia,1997,580,5081.900000000001,2.14
1062,Virginia,1998,640,9170.3,3.87
1063,Virginia,1999,942,19122.20000000001,8.07
1064,Virginia,2000,545,32098.2,13.55
1065,Virginia,2001,1205,20694.300000000003,8.73
1066,Virginia,2002,845,19705.200000000004,8.32
1067,Virginia,2003,187,5542.5,2.34
1068,Virginia,2004,182,3203.699999999999,1.35
1069,Virginia,2005,462,5344.700000000001,2.26
1070,Virginia,2006,762,23849.600000000006,10.07
1071,Virginia,2007,817,15755.000000000016,6.65
1072,Virginia,2008,822,42682.59999999998,18.01
1073,Virginia,2009,472,7958.000000000001,3.36
1074,Virginia,2010,630,11452.599999999999,4.83
1075,Virginia,2011,564,24948.299999999996,10.53
1076,Virginia,2012,426,48012.500000000015,20.26
1077,Virginia,2013,354,5815.899999999999,2.45
1078,Virginia,2014,576,12501.000000000002,5.28
1079,Virginia,2015,407,6278.200000000001,2.65
1080,Washington,1992,487,89475.30000000006,22.44
1081,Washington,1993,211,22502.19999999999,5.64
1082,Washington,1994,592,271189.39999999973,68.01
1083,Washington,1995,326,6568.600000000001,1.65
1084,Washington,1996,348,148006.99999999997,37.12
1085,Washington,1997,239,27440.699999999993,6.88
1086,Washington,1998,388,111435.59999999998,27.95
1087,Washington,1999,446,25993.399999999998,6.52
1088,Washington,2000,405,285100.5999999998,71.5
1089,Washington,2001,405,223649.5999999999,56.09
1090,Washington,2002,449,91300.09999999995,22.9
1091,Washington,2003,440,199354.7999999998,50.0
1092,Washington,2004,413,93601.10000000002,23.47
1093,Washington,2005,316,138749.20000000007,34.8
1094,Washington,2006,426,398289.1999999998,99.89
1095,Washington,2007,391,264458.3999999999,66.32
1096,Washington,2008,421,117730.20000000003,29.53
1097,Washington,2009,495,86830.30000000008,21.78
1098,Washington,2010,258,92933.99999999999,23.31
1099,Washington,2011,255,38510.70000000002,9.66
1100,Washington,2012,437,280621.1,70.38
1101,Washington,2013,374,153412.49999999997,38.47
1102,Washington,2014,449,449744.79999999964,112.79
1103,Washington,2015,593,1161472.7000000014,291.29
1104,West Virginia,1992,432,7453.200000000001,5.17
1105,West Virginia,1993,510,9355.5,6.49
1106,West Virginia,1994,680,50833.299999999996,35.25
1107,West Virginia,1995,784,41479.200000000004,28.76
1108,West Virginia,1996,343,5787.299999999999,4.01
1109,West Virginia,1997,375,7463.4,5.17
1110,West Virginia,1998,558,20473.6,14.2
1111,West Virginia,1999,1154,103132.20000000001,71.51
1112,West Virginia,2000,692,50308.799999999996,34.88
1113,West Virginia,2001,1058,95386.1,66.14
1114,West Virginia,2002,540,10703.000000000002,7.42
1115,West Virginia,2003,327,8316.2,5.77
1116,West Virginia,2004,327,6035.6,4.18
1117,West Virginia,2005,388,15354.2,10.65
1118,West Virginia,2006,583,16050.000000000002,11.13
1119,West Virginia,2007,429,7428.4,5.15
1120,West Virginia,2008,477,14259.7,9.89
1121,West Virginia,2009,595,16535.0,11.46
1122,West Virginia,2010,495,25381.3,17.6
1123,West Virginia,2011,275,5760.5,3.99
1124,West Virginia,2012,380,16673.200000000004,11.56
1125,West Virginia,2013,303,9647.7,6.69
1126,West Virginia,2014,529,13531.300000000001,9.38
1127,West Virginia,2015,361,17178.5,11.91
1128,Wisconsin,1992,388,2381.6000000000026,0.73
1129,Wisconsin,1993,266,1353.0000000000002,0.42
1130,Wisconsin,1994,699,5039.399999999999,1.55
1131,Wisconsin,1995,528,2148.1999999999985,0.66
1132,Wisconsin,1996,516,2781.5000000000027,0.86
1133,Wisconsin,1997,528,2439.1999999999985,0.75
1134,Wisconsin,1998,473,3930.300000000001,1.21
1135,Wisconsin,1999,516,5189.100000000002,1.6
1136,Wisconsin,2000,544,6860.100000000002,2.11
1137,Wisconsin,2001,243,1271.3000000000002,0.39
1138,Wisconsin,2002,295,2512.500000000001,0.77
1139,Wisconsin,2003,734,8873.400000000016,2.73
1140,Wisconsin,2004,381,2243.5,0.69
1141,Wisconsin,2005,470,6366.800000000004,1.96
1142,Wisconsin,2006,445,2923.8999999999987,0.9
1143,Wisconsin,2007,400,4315.399999999999,1.33
1144,Wisconsin,2008,158,824.1,0.25
1145,Wisconsin,2009,496,4003.499999999997,1.23
1146,Wisconsin,2010,369,2404.3999999999987,0.74
1147,Wisconsin,2011,156,565.9999999999999,0.17
1148,Wisconsin,2012,427,2630.4999999999995,0.81
1149,Wisconsin,2013,167,9053.900000000007,2.79
1150,Wisconsin,2014,175,2765.3000000000006,0.85
1151,Wisconsin,2015,322,2614.4000000000005,0.8
1152,Wyoming,1992,292,22151.100000000002,3.8
1153,Wyoming,1993,76,5290.200000000001,0.91
1154,Wyoming,1994,431,64466.30000000002,11.07
1155,Wyoming,1995,237,12494.400000000001,2.14
1156,Wyoming,1996,563,270075.1,46.36
1157,Wyoming,1997,82,8299.9,1.42
1158,Wyoming,1998,70,4627.1,0.79
1159,Wyoming,1999,132,39654.799999999996,6.81
1160,Wyoming,2000,293,367657.19999999995,63.11
1161,Wyoming,2001,265,66911.40000000001,11.49
1162,Wyoming,2002,285,133490.30000000002,22.91
1163,Wyoming,2003,233,91846.69999999998,15.77
1164,Wyoming,2004,145,19196.5,3.3
1165,Wyoming,2005,206,26131.600000000006,4.49
1166,Wyoming,2006,332,245217.29999999987,42.09
1167,Wyoming,2007,238,94096.3,16.15
1168,Wyoming,2008,185,102223.00000000006,17.55
1169,Wyoming,2009,175,23603.4,4.05
1170,Wyoming,2010,287,86892.49999999999,14.92
1171,Wyoming,2011,354,134775.40000000002,23.14
1172,Wyoming,2012,609,482226.00000000006,82.78
1173,Wyoming,2013,240,54267.69999999998,9.32
1174,Wyoming,2014,308,7680.900000000002,1.32
1175,Wyoming,2015,356,36777.0,6.31
